Company_Name,Founded,Location,Sector,What_it_does,Founders,Investor,Amount,Stage,Funding_Year,Main_Sector,Stages,Years of Existence
Avataar Ventures,2019,Bangalore,FinTech,Avataar Venture Partners is a growth Capital Investment Firm.,Mohan Kumar, BEENEXT,100000000.0,,2021,,Unknown,2.0
Zingbus,2019,Chandigarh,Transportation,Zingbus is an emerging brand in the intercity bus services.,Mratunjay Beniwal, 9Unicorns Accelerator Fund,3000000.0,Pre-series A,2021,Transport,Validation,2.0
Phable,2017,Bangalore,HealthTech,Mobile App for Patients and Doctors,"Mukesh Bansal, Prasanth Reddy, Sumit Sinha", Social Starts,12000000.0,Series A,2021,Health & Life Sciences,Early Traction,4.0
Codingal,2020,Bangalore,EdTech,Coding education platform for K-12 students,"Satyam Baranwal, Vivek Prakash", Rebright Partners,3000000.0,,2021,,Unknown,1.0
Supply6,2018,Bangalore,Helathcare,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,"Rahul Jacob, Vaibhav Bhandari", India CXO Fund,100000.0,Seed,2021,Health & Life Sciences,Validation,3.0
BharatPe,2018,New Delhi,FinTech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani", Insight Partners,100000000.0,Series D,2021,,Scaling,3.0
Filo,2020,New Delhi,EdTech,Instant learning platform for students while self study.,"Imbesat Ahmad, Shadman Anwer",Better Capital,260000.0,Pre-seed,2021,,Ideation,1.0
Method & Madness,2020,Mumbai,Real Estate,Method & Madness Technology operates as a real-estate tech company.,Aditya Jhaveri,Justin Mateen,2000000.0,Seed,2021,Real Estate and Property,Validation,1.0
EduFund,2020,Gujarat,FinTech,Changing the way Indians evaluate and plan higher education,"Arindam Sengupta, Eela Dubey",View Trade Holding Corp,300000.0,Pre-seed,2021,,Ideation,1.0
Zingavita,2020,Chandigarh,HealthTech,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.","Rohit Anand, Sachin Goel",Anicut Angel Fund,400000.0,,2021,Health & Life Sciences,Unknown,1.0
Hypd Store,2020,New Delhi,Content commerce,"A shop worthy content platform, personalized!","Ashwarya Garg, Akshay Bhatnagar",ScoopWhoop,3000000.0,Pre-seed,2021,,Ideation,1.0
Supersourcing,2020,Indore,Software company,Build your next app or website with our exclusive network of certified IT companies.,"Mayank Pratap Singh, Aditi Chaurasia", Dr Ritesh Malik,200000.0,Seed,2021,,Validation,1.0
AutomataPi,2017,Powai,Automation,AutomataPi is a next generation cognitive business process automation engine.,"Devesh Rao, Manjeet Khopkar, Rahul Hattangdi",Indian Angel Network,400000.0,Seed,2021,Manufacturing,Validation,4.0
Newton School,2019,Bangalore,EdTech,Newton School is a platform to learn and develop skills that you need for your best Tech career.,"Nishant Chandra, Siddharth Maheshwari", Harshil Mathur,5000000.0,Series A,2021,,Early Traction,2.0
Siply,2020,Bangalore,FinTech,Siply Services operates as a micro-savings platform.,"Sousthav Chakrabarty, Anil Bhat",Inflection Point Ventures,1000000.0,Seed,2021,,Validation,1.0
SarvaGram,2019,Mumbai,FinTech,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,"Utpal Isser, Sameer Mishra",Elevation Capital,10000000.0,Series B,2021,,Scaling,2.0
Unlu,2020,Gurugram,Celebrity Engagement,Personalised Video Shoutout from top celebrities,"Akshay Pruthi, Anurag Dalia, Himanshu Periwal, Vipul Agrawal",EXPERT DOJO,1000000.0,Seed,2021,,Validation,1.0
GlobalFair,2020,Gurugram,Trading platform,One-stop solution for all your procurement needs,"Ashish Chandra, Shaily Garg", India Quotient,2000000.0,Seed,2021,Financial Services,Validation,1.0
Eduvanz,2016,Mumbai,FinTech,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.","Atul Sashittal, Raheel Shah, Varun Chopra", Northern Arc Capital,10000000.0,Debt,2021,,Unknown,5.0
OwO,2020,Gurugram,E-commerce,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",Hardev Sahu,ah! Ventures,200000.0,,2021,Commerce & Retail,Unknown,1.0
Progcap,2017,New Delhi,FinTech,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,"Pallavi Shrivastava, Himanshu Chandra", M V Nair,1000000.0,Debt,2021,,Unknown,4.0
ABL Workspaces,2017,New Delhi,Hospitality,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,"Ankur Gupta, Akshita Gupta",Wurk,600000.0,Pre-series A,2021,Hospitality,Validation,4.0
Scentials,2018,Mumbai,Personal Care,Scentials is building a unique beauty brands studio platform,"Mahesh Bhupathi, Jinesh Mehta", Goutham Ekollu,6000000.0,,2021,Health & Life Sciences,Unknown,3.0
SplashLearn,2018,Gurugram,EdTech,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,"Arpit Jain, Joy Deep Nath, Mayank Jain, Umang Jain", Owl Ventures,18000000.0,Series C,2021,,Scaling,3.0
Maya,2016,Bangalore,HealthTech,Maya enables women to keep track of their health via a mobile application.,John Paul,Rajan Anadan,2200000.0,Seed,2021,Health & Life Sciences,Validation,5.0
GoTo,2020,Ghaziabad,Transportation,Real Time Intercity City Transit Platform For 1.25 Bn People In India,"Akhilesh Sagar, Harsh Vardhan Sharma",Jesse Lucas,150000.0,,2021,Transport,Unknown,1.0
Zetwerk,2018,Bangalore,E-commerce,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,"Amrit Acharya, Rahul Sharma, Srinath Ramakkrushnan, Vishal Chaudhary", Accel,120000000.0,Series D,2021,Commerce & Retail,Scaling,3.0
Remedico,2017,Hyderabad,Healthcare,Remedico is a Mobile healthcare,Ranjit Bhatia, Tahseen Consulting,500000.0,,2021,Software & Technology,Unknown,4.0
PrepBytes,2019,Gurugram,EdTech,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,"Aditya Bhushan Verma, Mamta Kumari",Equanimity Ventures,3000000.0,,2021,,Unknown,2.0
SATYA MicroCapital,2017,New Delhi,FinTech,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,Vivek Tiwari, Gojo & Company,20000000.0,,2021,,Unknown,4.0
YourPhysio,2020,Nagpur,HealthTech,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,"Dr Sheetal Mundhada, Ashutosh Mundhada", Titan Capital,350000.0,Pre-seed,2021,Health & Life Sciences,Ideation,1.0
Aviom Housing Finance,2016,New Delhi,FinTech,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,Kajal Ilmi,Gojo & Company,1000000.0,Debt,2021,,Unknown,5.0
Hemp Horizons,2017,Noida,Cannabis startup,Cannabis and Hemp company,Rohit Shah,Mumbai Angels,200000.0,Seed,2021,Health & Life Sciences,Validation,4.0
MPL,2018,Bangalore,Gaming,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra", Base Partners,95000000.0,,2021,,Unknown,3.0
Koo,2020,Bangalore,Blogging,Koo App operates as a microblogging app.,"Mayank Bidawatka, Aprameya Radhakrishna", Accel,4100000.0,Series A,2021,,Early Traction,1.0
InnerHour,2016,Mumbai,Healthcare,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,Amit Malik, Lightbox,5200000.0,Series A,2021,Software & Technology,Early Traction,5.0
ExMyB,2018,Gurugram,Consulting,ExMyB provides financial service and consulting services.,Nishant Behl,Campus Fund,3000000.0,Seed,2021,Business Services,Validation,3.0
Saveo,2019,Bangalore,HealthTech,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,"Amit Kumar, Anurag Savarnya, Shivansh Shrivastava, Vivek Jaiswal", RTP Global,4000000.0,Seed,2021,Health & Life Sciences,Validation,2.0
Qin1,2019,Noida,EdTech,Re-imagining Kids of 21st Century!,Ishan Gupta,Venture Catalysts,3000000.0,Pre-series A,2021,,Validation,2.0
DotPe,2019,Gurugram,FinTech,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.","Anurag Gupta, Gyanesh Sharma, Shailaz Nag", Ruizheng Investment,8000000.0,Seed,2021,,Validation,2.0
Taskmo,2018,Bangalore,B2B Marketplace,Gig Economy Platform | Task Fulfillment Platform | New-age fulfillment solutions,"Prashant Janadari, Naveen Ramchandra",Quess Corp India,1400000.0,,2021,Commerce & Retail,Unknown,3.0
MasterMentors,2019,West Bengal,EdTech,India's first online platform for mentors enabling them to translate their expertise into a profitable online course,"Suraj Juneja, Vijay Rachh, and Aaquib Hussain", Tiger Global Management,1500000.0,,2021,,Unknown,2.0
KIKO TV,2020,Mumbai,E-commerce,KIKO TV is an AI-based short live video e-commerce platform.,Shivam Varshney, 9Unicorns Accelerator Fund,3000000.0,Pre-series A,2021,Commerce & Retail,Validation,1.0
Quali55Care,2018,Mumbai,Health care,Deliver highly durable & affordable medical equipments on rental and sale.,Harddik K Patel,India Accelerator’s Angel Investor Network,3000000.0,Seed,2021,Health & Life Sciences,Validation,3.0
Ruptok,2020,New Delhi,FinTech,Ruptok operates as a fintech platform for gold loans,"Ankur Gupta, Akshita Gupta, Yashwardhan Aeren",Wurk,10000000.0,,2021,,Unknown,1.0
RevFin,2018,New Delhi,FinTech,RevFin is a digital lending company.,Sameer Aggarwal,Shell Foundation,3000000.0,,2021,,Unknown,3.0
SeeVC,2020,New Delhi,Tech Startup,Leverages artificial intelligence (AI) to build products for the education sector,"Shivam Sood, Lark Aakarshan",Jimmy Singh,1000000.0,Seed,2021,,Validation,1.0
Junio,2020,New Delhi,EdTech,Junio is a kids-focused digital pocket money-smart card.,Shankar Nath, Deepak Abbot,1000000.0,,2021,,Unknown,1.0
VenWiz,2020,Bangalore,B2B service,Digitising the interactions between core industry and vendors for engineering services,"Rajesh Reddy, Sandesh Paturi", Nexus Venture,300000.0,Seed,2021,Commerce & Retail,Validation,1.0
Makers Hive,2018,Hyderabad,Tech Startup,"Makers Hive has made it possible to bring the people with amputations together by developing a fully functional, customizable",Pranav Vempati, Investpad,9000000.0,,2021,,Unknown,3.0
Headfone,2017,Bangalore,Social audio,Headfone helps create and share the audio content with listeners.,"Pratham Khandelwal, Yogesh Sharma",Hashed,3000000.0,Seed,2021,,Validation,4.0
Zouk,2016,Mumbai,Fashion and lifestyle,100% Vegan bags from India.,Disha Singh,Titan Capital,3000000.0,Seed,2021,Beauty and Fashion,Validation,5.0
MPL,2018,Bangalore,Gaming,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra", Base Partners,5000000.0,,2021,,Unknown,3.0
GrowFix,2020,Bangalore,FinTech,Building high-yield Debt assets for retail investors,"Ajinkya Kulkarni, Abhik Patel", Better Capital,2000000.0,Seed,2021,,Validation,1.0
Bombay Shaving Company,2016,New Delhi,Fashion and lifestyle,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.","Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande", Colgate Palmolive,6000000.0,,2021,Beauty and Fashion,Unknown,5.0
BeyondSkool,2020,Mumbai,EdTech,BeyondSkool is a live upskilling platform for kids,Payal Gaba,Tomorrow Capital,2000000.0,Seed,2021,,Validation,1.0
Fashinza,2020,Gurgaon,B2B Manufacturing,Fashinza is a B2B manufacturing marketplace that solves apparel/fashion supply chain challenges.,"Abhishek Sharma, Pawan Gupta", Elevation Capital,2600000.0,Seed,2021,Commerce & Retail,Validation,1.0
BharatPe,2018,New Delhi,FinTech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani", Steadview Capital,6000000.0,Debt,2021,,Unknown,3.0
Turnip,2020,Bangalore,Gaming,Turnip is a live game streaming and community platform.,"Aditya Sharma, Pooja Dubey",Elevation Capital,1600000.0,Seed,2021,,Validation,1.0
KIWI,2020,New Delhi,TaaS startup,"A peer to peer support network, which would enable billions of users across the world","Imran Ladiwala, Mishu Ahluwalia", Core91 VC,250000.0,Seed,2021,,Validation,1.0
Digit Insurance,2016,Bangalore,FinTech,Digit Insurance is a financial services company that general insurance services.,Kamesh Goyal, Faering Capital,3000000.0,,2021,,Unknown,5.0
BharatPe,2018,New Delhi,FinTech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani", Steadview Capital,10000000.0,Debt,2021,,Unknown,3.0
MFine,2017,Bangalore,Health care,Mfine is an health-tech startup that offers an AI-powered online doctor consultation app.,"Ajit Narayanan, Ashutosh Lawania, Prasad Kompalli", SBI Ven Capital,16000000.0,,2021,Health & Life Sciences,Unknown,4.0
Udayy,2019,Gurgaon,EdTech,Interactive learning platform for kids,"Saumya Yadav, Mahak Garg, Karan Varshney",Alpha Wave Incubation,2500000.0,Seed,2021,,Validation,2.0
Lohum,2017,Noida,EV startup,Lohum manufactures lithium-ion battery packs and recovers critical battery materials from used lithium-ion batteries through recycling.,Rajat Verma, Talbros,7000000.0,,2021,,Unknown,4.0
Biconomy,2019,New Delhi,Blockchain startup,Biconomy is a technology company building transaction infrastructure for next-generation Web 3 applications.,"Ahmed Al-Balaghi, Aniket Jindal, Sachin Tomar", Zee Prime Capital,1500000.0,Seed,2021,Financial Services,Validation,2.0
Siply,2020,Bangalore,FinTech,Siply Services operates as a micro-savings platform.,Sousthav Chakrabarty,Inflection Point Ventures,1000000.0,Seed,2021,,Validation,1.0
Nao Spirits & Beverages Pvt Ltd,2016,New Delhi,Beverages,India's first Craft Gin company,Anand Virmani,Rukam Capital,2000000.0,Series A,2021,Food & Beverage,Early Traction,5.0
PurpleTutor,2019,Mumbai,EdTech,PurpleTutor is the only coding platform that mandates every teacher to have a formal Computer Science degree,"Gaurav Perti, Yatish Gupta",IvyCap Ventures,300000.0,Seed,2021,,Validation,2.0
Karkhana.io,2018,Mumbai,Manufacturing startup,Karkhana.io is an on-demand manufacturing platform with a vision of digitalizing manufacturing.,Sonam Motwani,Zone Startups In,1500000.0,Seed,2021,Manufacturing,Validation,3.0
SSA Finserv,2019,Mumbai,FinTech,Small businesses-focused non-banking lender,Vikas Agarwal,Blue Ashva Capital,3000000.0,,2021,,Unknown,2.0
CoinSwitch Kuber,2017,Bangalore,Cryptocurrency,Coinswitch.co is a cryptocurrency exchange aggregator platform.,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari", Kunal Shah,15000000.0,Series A,2021,Financial Services,Early Traction,4.0
Paperfly,2016,Bangalore,E-commerce,Paperfly is an e-commerce fulfillment and nationwide delivery solution in Bangladesh,"Shahriar Hasan, Md Razibul Islam, Rahath Ahmed, Shamsuddin Ahmed",Ecom Express,11000000.0,,2021,Commerce & Retail,Unknown,5.0
Infra.Market,2016,Thane,E-commerce,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,"Souvik Sengupta, Aaditya Sharda",InnoVen Capital,6000000.0,Debt,2021,Commerce & Retail,Unknown,5.0
ReadyAssist,2018,Bangalore,Vehicle repair startup,"ReadyAssist is one of the India's leading 24/7 roadside assistance, breakdown support, towing and repairs provider for both Bikes & Cars.",Vimal Singh SV,Satish Grampurohit,1000000.0,Seed,2021,Transport,Validation,3.0
